Nama Karakter,MBTI,Umur,Tinggi (cm),Grup,Sub-Kelompok,Role / Kekuatan Utama,Kategori Tinggi,ID Karakter,HP,ATK,DEF,SPD,Crit Rate,MP,Win Rate,Potensi Damage,Faction,Total Stat,Role,Tanggal Lahir,Umur Akurat,Status Squad
Hiroshi Hargrove,ESTP,21,185,Modern,The Explorers,Primal Sovereign / Engineer,Tinggi,Hiroshi Hargrove [ESTP],130.1,82.5,94.11,47.64,85.70%,165.77,72.28%,153.2025,Northern Tundra,521.6998,Balanced,4/13/2003,21 Tahun,Brawler
Davan Eld,ISTP,21,171,Fantasy,The Explorers,Momentum Surge / Knight-Errant,Normal,Davan Eld [ISTP],104.59,76.44,64.5,19.19,67.70%,177.92,40.14%,128.1899,Eastern Sunrise,443.7184,Support,5/12/2003,21 Tahun,Tanker
Rowan Vargas,ISFJ,23,163,Modern,The Sentinels,Moment moment of Truth / Oracle,Pendek,Rowan Vargas [ISFJ],127.2,68.89,79.47,32.62,76.17%,191.87,51.73%,121.3635,Southern Isles,501.329,Attacker,11/20/2001,23 Tahun,Squad Inti
Shiho Hartley,ENTJ,21,165,Fantasy,The Analysts,Heartstrike Overload,Pendek,Shiho Hartley [ENTJ],4.09,3.27,56.29,61.59,18.01%,92.25,60.81%,3.8589,Southern Isles,218.2782,Support,3/17/2003,21 Tahun,Ranger
Mika Weston,ESTP,21,179,Fantasy,The Explorers,Zone of Order / City Watch Captain,Tinggi,Mika Weston [ESTP],14.27,37.42,94.78,12.62,49.16%,287.71,81.40%,55.8157,Western Citadel,448.1056,Support,5/29/2003,21 Tahun,Elite Spy
Orion Ito,ISTJ,22,166,Fantasy,The Sentinels,Memory Palace / Librarian Assistant,Pendek,Orion Ito [ISTJ],57.93,43.7,21.45,22.34,75.40%,329.81,48.52%,76.6498,Eastern Sunrise,476.4692,Attacker,6/30/2002,22 Tahun,Ranger
Hana Moonshade,ESTJ,22,168,Fantasy,The Sentinels,Dominion Mark,Normal,Hana Moonshade [ESTJ],56.08,68.74,46.36,2.02,39.09%,54.15,71.19%,95.6105,Eastern Sunrise,228.4528,Support,4/28/2002,22 Tahun,Elite Spy
Fable Ironfield,ENTP,23,162,Modern,The Analysts,Guillotine Line,Pendek,Fable Ironfield [ENTP],50.6,24.25,90.91,99.68,97.05%,375.79,66.92%,47.7846,Northern Tundra,642.8697,Balanced,7/15/2001,23 Tahun,Tanker
Shun Thornton,INFP,21,181,Modern,The Diplomats,Ruin Pulse Engine,Tinggi,Shun Thornton [INFP],87.49,26.77,50.87,93.1,21.87%,351.28,54.28%,32.6246,Western Citadel,610.2715,Balanced,1/30/2003,21 Tahun,Tanker
Ethan Dunmore,ISTJ,21,164,Fantasy,The Sentinels,Sensory Collapse Domain,Pendek,Ethan Dunmore [ISTJ],139.01,29.01,87.82,61.68,33.74%,304.86,54.09%,38.798,Eastern Sunrise,623.2583,Attacker,10/20/2003,21 Tahun,Brawler
Zara Farell,ENFP,22,161,Modern,The Diplomats,Guillotine Line,Pendek,Zara Farell [ENFP],35.25,4.55,26.76,70.89,99.57%,175.14,81.72%,9.0804,Northern Tundra,314.4029,Attacker,1/22/2002,22 Tahun,Tanker
Naoki Bramble,ENFP,23,163,Modern,The Diplomats,Combat Escalation Law,Pendek,Naoki Bramble [ENFP],14.94,86.95,18.88,17.66,34.55%,203.99,80.09%,116.9912,Eastern Sunrise,343.5664,Support,10/31/2001,23 Tahun,Tactician
Shiho Sol,ESTP,21,167,Modern,The Explorers,Adaptive Mutation,Pendek,Shiho Sol [ESTP],4.87,68.45,68.38,40.02,95.61%,236.55,77.66%,133.895,Eastern Sunrise,420.0027,Balanced,10/18/2003,21 Tahun,Tactician
Naoki Dawnforge,ESFP,23,179,Fantasy,The Explorers,Ruin Pulse Engine,Tinggi,Naoki Dawnforge [ESFP],98.77,95.14,33.17,73.42,96.17%,293.99,65.61%,186.6361,Eastern Sunrise,596.1078,Balanced,1/12/2001,23 Tahun,Ranger
Lena Nox,ISFP,23,183,Fantasy,The Explorers,Probability Flux / Treasure Hunter,Tinggi,Lena Nox [ISFP],60.43,18.62,96.54,86.69,86.71%,36.59,47.33%,34.7654,Western Citadel,300.2104,Attacker,5/25/2001,23 Tahun,Brawler
Lyra Aurelius,ESTJ,21,175,Fantasy,The Sentinels,Moment moment of Truth / Oracle,Tinggi,Lyra Aurelius [ESTJ],54.5,10.52,37.38,20.79,44.93%,178.73,52.08%,15.2466,Western Citadel,302.8901,Balanced,6/5/2003,21 Tahun,Ranger
Nora Yamamoto,ENTP,21,173,Modern,The Analysts,Ruin Pulse Engine,Normal,Nora Yamamoto [ENTP],77.49,97.35,67.97,65.11,93.76%,285.74,63.73%,188.6254,Northern Tundra,595.2349,Attacker,5/23/2003,21 Tahun,Elite Spy
Elara Crestwood,ENTP,23,169,Modern,The Analysts,Covenant Bond / Healer & Diplomat,Normal,Elara Crestwood [ENTP],126.39,52.79,30.25,5.73,14.06%,31.54,44.84%,60.2123,Western Citadel,247.289,Attacker,11/1/2001,23 Tahun,Tactician
Emery Ironfield,ESFP,22,171,Modern,The Explorers,Gravity Rend,Normal,Emery Ironfield [ESFP],17.98,66.5,18.78,19.04,17.50%,157.79,79.45%,78.1375,Southern Isles,281.0595,Attacker,6/6/2002,22 Tahun,Reguler
Lux Declan,ESFP,22,179,Fantasy,The Explorers,Elemental Mastery,Tinggi,Lux Declan [ESFP],32.45,8.74,98.24,26.67,49.04%,269.69,40.81%,13.0261,Western Citadel,436.6885,Balanced,6/27/2002,22 Tahun,Tactician
Naoki Weston,ESTP,21,181,Fantasy,The Explorers,Sensory Collapse Domain,Tinggi,Naoki Weston [ESTP],103.91,96.35,67.84,80.66,22.16%,35.97,48.59%,117.7012,Northern Tundra,385.4375,Support,9/24/2003,21 Tahun,Squad Inti
Asher Crestwood,INTP,23,180,Modern,The Analysts,Living Canvas / Cartographer,Tinggi,Asher Crestwood [INTP],126.47,85.96,54.32,9.52,23.33%,308.12,58.98%,106.0145,Northern Tundra,585.2131,Balanced,10/25/2001,23 Tahun,Squad Inti
Torin Velmont,ESFP,21,160,Modern,The Explorers,Essence Severance,Pendek,Torin Velmont [ESFP],44.93,83.12,39.78,34.05,86.29%,41.96,59.43%,154.8442,Western Citadel,245.2972,Attacker,7/10/2003,21 Tahun,Brawler
Yuki Holloway,ISFP,21,172,Fantasy,The Explorers,Heartstrike Overload,Normal,Yuki Holloway [ISFP],107.43,53.3,42.78,32.27,90.36%,26.34,58.77%,101.4619,Western Citadel,263.6113,Balanced,9/23/2003,21 Tahun,Elite Spy
Reika Mirren,ENFJ,23,160,Fantasy,The Diplomats,Essence Severance,Pendek,Reika Mirren [ENFJ],70.92,44.37,51.26,59.18,92.96%,274.3,78.41%,85.6164,Western Citadel,501.7437,Balanced,11/27/2001,23 Tahun,Tanker
Shiho Kline,INFP,21,185,Modern,The Diplomats,Damage Reflection Lattice,Tinggi,Shiho Kline [INFP],43.09,75.18,67.04,13.78,64.52%,80.59,44.54%,123.6861,Western Citadel,280.7706,Attacker,8/26/2003,21 Tahun,Tanker
Asher Ashvale,ESFJ,21,160,Fantasy,The Sentinels,Combat Escalation Law,Pendek,Asher Ashvale [ESFJ],101.86,18.3,86.09,50.84,40.40%,322.92,45.13%,25.6932,Eastern Sunrise,580.8653,Balanced,1/5/2003,21 Tahun,Reguler
Torin Coldwater,ESFJ,22,170,Modern,The Sentinels,Primal Sovereign / Engineer,Normal,Torin Coldwater [ESFJ],134.55,85.49,87.5,60.82,14.54%,42.55,82.58%,97.9202,Western Citadel,411.8812,Balanced,12/29/2002,22 Tahun,Tactician
Aldric Dunmore,ISTJ,23,176,Modern,The Sentinels,Fate Weave / Royal Advisor,Tinggi,Aldric Dunmore [ISTJ],130.76,91.19,16.55,29.92,55.53%,177.17,72.96%,141.8278,Northern Tundra,446.8749,Balanced,8/4/2001,23 Tahun,Brawler
Owen Silva,ENFJ,22,163,Fantasy,The Diplomats,Resonant Aria / Performer,Pendek,Owen Silva [ENFJ],115.61,1.65,83.65,47.89,25.41%,115.42,51.97%,2.0693,Western Citadel,364.9938,Attacker,2/18/2002,22 Tahun,Brawler
Zara Crowe,ESFJ,22,185,Modern,The Sentinels,Living Canvas / Cartographer,Tinggi,Zara Crowe [ESFJ],62.6,41.52,46.42,85.39,42.56%,318.05,41.34%,59.1909,Eastern Sunrise,554.819,Balanced,4/13/2002,22 Tahun,Brawler
Elara Fitzgerald,ENTJ,21,170,Modern,The Analysts,Living Canvas / Cartographer,Normal,Elara Fitzgerald [ENTJ],10.16,76.16,66.36,64.51,15.20%,361.1,68.42%,87.7363,Southern Isles,579.1262,Attacker,4/3/2003,21 Tahun,Elite Spy
Ethan Montgomery,ISFP,22,160,Modern,The Explorers,Dimensional Phase Shifting,Pendek,Ethan Montgomery [ISFP],67.48,21.31,54.9,79.05,72.77%,261.16,79.95%,36.8173,Western Citadel,485.4272,Balanced,7/27/2002,22 Tahun,Tanker
Yuki Calloway,ENTJ,23,172,Fantasy,The Analysts,Damage Reflection Lattice,Normal,Yuki Calloway [ENTJ],14.83,55.63,52.61,75.95,12.51%,64.85,75.85%,62.5893,Southern Isles,264.7536,Balanced,9/16/2001,23 Tahun,Ranger
Akira Flint,ISFP,23,163,Fantasy,The Explorers,Soulfire Manifestation,Pendek,Akira Flint [ISFP],94.42,36.09,5.73,65.45,36.82%,50.78,73.16%,49.3783,Western Citadel,253.5698,Attacker,5/3/2001,23 Tahun,Squad Inti
Nolan Aurelius,ESFJ,23,169,Fantasy,The Sentinels,Dominion Mark,Normal,Nolan Aurelius [ESFJ],16.68,52.13,20.06,78.08,23.19%,182.27,59.16%,64.2189,Western Citadel,350.0435,Balanced,10/14/2001,23 Tahun,Tactician
Akira Muller,INTJ,22,175,Fantasy,The Analysts,Warbrand Arsenal,Tinggi,Akira Muller [INTJ],56.02,53.1,59.24,52.38,33.73%,158.52,62.45%,71.0106,Western Citadel,380.2218,Attacker,3/16/2002,22 Tahun,Brawler
Shiho Sato,ENFP,21,164,Modern,The Diplomats,Memory Palace / Librarian Assistant,Pendek,Shiho Sato [ENFP],106.96,13.81,70.75,86.46,29.14%,48.11,61.30%,17.8342,Eastern Sunrise,326.9944,Support,11/2/2003,21 Tahun,Tanker
Theron Aldridge,ISTJ,23,163,Fantasy,The Sentinels,Runic Deconstruction / Scholar,Pendek,Theron Aldridge [ISTJ],7.0,16.18,37.78,99.11,53.73%,122.0,75.60%,24.8735,Eastern Sunrise,283.3633,Support,9/5/2001,23 Tahun,Elite Spy
Hina Emberveil,INTJ,22,166,Fantasy,The Analysts,Fracture Surge,Pendek,Hina Emberveil [INTJ],19.23,35.52,87.17,42.34,60.92%,229.65,80.51%,57.1588,Western Citadel,415.3243,Attacker,1/10/2002,22 Tahun,Ranger
Finn Flint,ESTJ,21,180,Fantasy,The Sentinels,Transmutation Aura / Alchemist,Tinggi,Finn Flint [ESTJ],23.2,73.06,9.84,62.85,44.85%,249.81,80.51%,105.8274,Southern Isles,420.0136,Support,8/2/2003,21 Tahun,Tactician
Sakura Hayashi,ESFP,23,165,Fantasy,The Explorers,Fate Weave / Royal Advisor,Pendek,Sakura Hayashi [ESFP],96.94,9.43,95.56,54.64,96.16%,303.29,63.48%,18.4979,Western Citadel,561.4564,Support,2/20/2001,23 Tahun,Tactician
Emery Yamamoto,ISTJ,22,160,Modern,The Sentinels,Dominion Mark,Pendek,Emery Yamamoto [ISTJ],124.62,84.05,58.38,9.38,38.84%,213.88,66.50%,116.695,Western Citadel,491.3634,Balanced,7/18/2002,22 Tahun,Tanker
Seraphina Crowe,ENTP,21,160,Fantasy,The Analysts,Emotional Vectoring,Pendek,Seraphina Crowe [ENTP],39.32,12.35,10.83,17.65,33.00%,58.47,44.03%,16.4255,Southern Isles,139.3903,Attacker,12/18/2003,21 Tahun,Brawler
Rin Pemberton,ESTP,23,165,Modern,The Explorers,Covenant Bond / Healer & Diplomat,Pendek,Rin Pemberton [ESTP],59.1,32.68,41.87,33.1,84.50%,150.83,45.44%,60.2946,Eastern Sunrise,318.8794,Balanced,2/25/2001,23 Tahun,Ranger
Mirel Flint,ESFJ,23,172,Fantasy,The Sentinels,Guillotine Line,Normal,Mirel Flint [ESFJ],48.43,55.76,7.48,3.86,92.24%,253.78,40.84%,107.193,Northern Tundra,370.6408,Balanced,8/24/2001,23 Tahun,Ranger
Shun Aldridge,ESTJ,23,174,Modern,The Sentinels,Zone of Order / City Watch Captain,Normal,Shun Aldridge [ESTJ],56.62,98.55,78.42,54.22,92.03%,170.08,60.33%,189.2456,Northern Tundra,459.4136,Attacker,6/21/2001,23 Tahun,Ranger
Wren Inoue,ISFP,23,160,Fantasy,The Explorers,Primal Sovereign / Engineer,Pendek,Wren Inoue [ISFP],90.08,84.11,38.64,35.79,62.66%,253.25,62.96%,136.8133,Northern Tundra,503.1262,Balanced,5/4/2001,23 Tahun,Brawler
Shun Hayashi,ENTJ,23,172,Modern,The Analysts,Primal Sovereign / Engineer,Normal,Shun Hayashi [ENTJ],131.86,21.87,50.98,80.4,95.09%,353.69,68.58%,42.6662,Western Citadel,640.4367,Attacker,9/9/2001,23 Tahun,Squad Inti
Clara Ito,ISFJ,22,174,Modern,The Sentinels,Moment moment of Truth / Oracle,Normal,Clara Ito [ISFJ],97.32,1.2,48.18,90.24,47.18%,269.41,80.29%,1.7662,Western Citadel,507.6247,Attacker,11/4/2002,22 Tahun,Reguler
Wren Sol,ENTJ,23,177,Fantasy,The Analysts,Fate Weave / Royal Advisor,Tinggi,Wren Sol [ENTJ],53.6,81.47,82.92,36.44,79.12%,71.7,71.37%,145.9291,Northern Tundra,327.6349,Balanced,3/5/2001,23 Tahun,Elite Spy
Dante Farell,ENFJ,22,160,Modern,The Diplomats,Primal Sovereign / Engineer,Pendek,Dante Farell [ENFJ],102.4,71.21,19.96,81.81,82.76%,250.47,49.95%,130.1434,Western Citadel,527.1771,Attacker,3/30/2002,22 Tahun,Tactician
Mirel Ito,ISTP,22,160,Fantasy,The Explorers,Fate Weave / Royal Advisor,Pendek,Mirel Ito [ISTP],130.62,57.34,49.91,55.63,60.91%,264.28,70.71%,92.2658,Eastern Sunrise,559.0962,Balanced,2/6/2002,22 Tahun,Reguler
Yuna Saito,ESTJ,22,176,Modern,The Sentinels,Gravity Rend,Tinggi,Yuna Saito [ESTJ],148.8,69.61,53.76,26.04,50.85%,224.49,82.21%,105.0067,Northern Tundra,524.0306,Attacker,7/16/2002,22 Tahun,Elite Spy
Sakura Rossi,ENTP,21,181,Fantasy,The Analysts,Memory Palace / Librarian Assistant,Tinggi,Sakura Rossi [ENTP],54.86,76.14,88.5,23.23,47.81%,111.9,60.20%,112.5425,Northern Tundra,355.7101,Attacker,11/28/2003,21 Tahun,Squad Inti
Elara Funai,ISFJ,22,183,Fantasy,The Sentinels,Warbrand Arsenal,Tinggi,Elara Funai [ISFJ],137.63,20.49,33.59,7.22,12.51%,250.49,59.44%,23.0533,Northern Tundra,450.1395,Support,4/8/2002,22 Tahun,Ranger
Haruto Stormbright,ISFJ,21,163,Modern,The Sentinels,Adaptive Mutation,Pendek,Haruto Stormbright [ISFJ],125.05,82.34,52.45,24.44,64.00%,30.09,59.73%,135.0376,Northern Tundra,315.6073,Support,8/28/2003,21 Tahun,Elite Spy
Elara Nox,ISTJ,21,161,Fantasy,The Sentinels,Warbrand Arsenal,Pendek,Elara Nox [ISTJ],117.61,7.14,80.44,6.42,48.87%,244.68,44.58%,10.6293,Northern Tundra,457.2245,Support,2/12/2003,21 Tahun,Tactician
Hugo Weston,ISFP,21,163,Modern,The Explorers,Fracture Surge,Pendek,Hugo Weston [ISFP],68.56,46.96,43.38,62.4,68.58%,41.41,70.41%,79.1652,Northern Tundra,264.0999,Attacker,4/22/2003,21 Tahun,Reguler
Caspian Kobayashi,ISFJ,23,163,Modern,The Sentinels,Warbrand Arsenal,Pendek,Caspian Kobayashi [ISFJ],89.34,84.24,90.53,13.47,41.99%,204.05,61.66%,119.6124,Western Citadel,482.6665,Balanced,7/30/2001,23 Tahun,Squad Inti
Kenji Nox,ESTJ,22,164,Fantasy,The Sentinels,Combat Escalation Law,Pendek,Kenji Nox [ESTJ],47.37,88.64,77.77,15.59,40.86%,124.16,56.60%,124.8583,Northern Tundra,354.5046,Support,10/1/2002,22 Tahun,Reguler
Rin Blackwood,ESTJ,23,176,Fantasy,The Sentinels,Combat Escalation Law,Tinggi,Rin Blackwood [ESTJ],30.12,20.84,90.94,78.74,70.11%,137.28,71.27%,35.4509,Western Citadel,359.3338,Support,4/22/2001,23 Tahun,Brawler
Miriam Calloway,ISFJ,22,179,Fantasy,The Sentinels,Adaptive Mutation,Tinggi,Miriam Calloway [ISFJ],25.18,45.98,79.13,5.18,10.33%,88.54,50.04%,50.7297,Eastern Sunrise,244.6137,Attacker,9/6/2002,22 Tahun,Reguler
Takeshi Crestwood,INFJ,22,183,Fantasy,The Diplomats,Damage Reflection Lattice,Tinggi,Takeshi Crestwood [INFJ],60.65,82.78,1.67,1.98,59.92%,143.8,46.41%,132.3818,Western Citadel,291.9433,Balanced,11/10/2002,22 Tahun,Brawler
Kenji Funai,ENFJ,22,166,Fantasy,The Diplomats,Elemental Mastery,Pendek,Kenji Funai [ENFJ],33.62,26.94,18.25,84.91,27.64%,99.14,47.92%,34.3862,Southern Isles,263.6156,Balanced,2/10/2002,22 Tahun,Tactician
Hugo Kim,ESTJ,22,170,Fantasy,The Sentinels,Momentum Surge / Knight-Errant,Normal,Hugo Kim [ESTJ],36.78,81.14,66.43,94.18,99.79%,390.86,79.67%,162.1096,Northern Tundra,671.1846,Balanced,3/7/2002,22 Tahun,Squad Inti
Dante Kobayashi,ESTJ,21,177,Fantasy,The Sentinels,Archive of Blades / Guild Archivist,Tinggi,Dante Kobayashi [ESTJ],90.33,97.72,25.21,5.57,27.02%,246.8,64.10%,124.1239,Eastern Sunrise,466.5412,Attacker,2/14/2003,21 Tahun,Squad Inti
Zephyr Swiftwind,INTJ,21,164,Fantasy,The Analysts,Damage Reflection Lattice,Pendek,Zephyr Swiftwind [INTJ],109.37,78.68,79.31,61.87,44.93%,67.81,79.71%,114.0309,Southern Isles,398.2864,Attacker,11/7/2003,21 Tahun,Reguler
Leon Pemberton,ESFP,21,182,Fantasy,The Explorers,Memory Palace / Librarian Assistant,Tinggi,Leon Pemberton [ESFP],71.59,58.54,64.17,79.27,28.65%,260.25,80.27%,75.3117,Western Citadel,534.9092,Balanced,2/5/2003,21 Tahun,Elite Spy
Hina Langley,INFJ,23,172,Fantasy,The Diplomats,Soulfire Manifestation,Normal,Hina Langley [INFJ],83.03,14.3,9.32,45.01,62.56%,141.28,60.94%,23.2461,Southern Isles,294.175,Attacker,11/18/2001,23 Tahun,Elite Spy
Fumiko Aldridge,ESFP,21,171,Fantasy,The Explorers,Primal Sovereign / Engineer,Normal,Fumiko Aldridge [ESFP],57.97,18.78,24.15,64.89,17.42%,144.28,77.92%,22.0515,Northern Tundra,311.0234,Attacker,10/16/2003,21 Tahun,Squad Inti
Lyra Sol,ISTJ,23,171,Modern,The Sentinels,Adaptive Mutation,Normal,Lyra Sol [ISTJ],30.3,33.59,30.97,81.74,34.70%,273.73,71.75%,45.2457,Eastern Sunrise,451.3945,Support,3/20/2001,23 Tahun,Brawler
Riku Aurelius,ISTP,22,169,Fantasy,The Explorers,Dimensional Phase Shifting,Normal,Riku Aurelius [ISTP],123.46,76.02,2.18,65.76,95.63%,395.72,78.95%,148.7179,Eastern Sunrise,664.8858,Balanced,12/11/2002,22 Tahun,Brawler
Caius Saito,INFJ,21,176,Fantasy,The Diplomats,Adaptive Mutation,Tinggi,Caius Saito [INFJ],119.0,31.99,19.6,77.24,28.86%,279.48,60.25%,41.2223,Northern Tundra,528.2011,Attacker,8/18/2003,21 Tahun,Squad Inti
Hina Masaki,ESTJ,22,175,Fantasy,The Sentinels,Heartstrike Overload,Tinggi,Hina Masaki [ESTJ],63.45,68.89,40.93,78.09,39.35%,215.5,41.05%,95.9982,Northern Tundra,467.664,Balanced,12/28/2002,22 Tahun,Squad Inti
Sylvie Thornton,ISFJ,22,172,Fantasy,The Sentinels,Warbrand Arsenal,Normal,Sylvie Thornton [ISFJ],80.64,19.65,11.76,57.38,90.53%,181.16,44.20%,37.4391,Northern Tundra,351.9373,Support,2/23/2002,22 Tahun,Reguler
Vivian Eld,ESTP,22,172,Modern,The Explorers,Heartstrike Overload,Normal,Vivian Eld [ESTP],44.37,52.92,46.01,37.5,39.41%,5.41,80.94%,73.7758,Western Citadel,187.4135,Balanced,8/5/2002,22 Tahun,Tactician
Corwin Crowe,ESTJ,23,175,Fantasy,The Sentinels,Damage Reflection Lattice,Tinggi,Corwin Crowe [ESTJ],20.36,21.36,43.79,71.26,64.33%,190.44,82.26%,35.1009,Eastern Sunrise,348.6759,Support,5/21/2001,23 Tahun,Brawler
Sakura Watanabe,ESFP,23,160,Fantasy,The Explorers,Warbrand Arsenal,Pendek,Sakura Watanabe [ESFP],123.86,60.88,25.44,33.56,54.19%,228.12,60.82%,93.8709,Northern Tundra,473.0101,Support,10/20/2001,23 Tahun,Tactician
Cassian Ashford,ISFP,22,171,Fantasy,The Explorers,Elemental Mastery,Normal,Cassian Ashford [ISFP],62.84,18.78,62.16,43.78,69.32%,154.48,71.43%,31.7983,Northern Tundra,343.4475,Attacker,9/2/2002,22 Tahun,Brawler
Takeshi Sato,INTJ,22,168,Modern,The Analysts,Damage Reflection Lattice,Normal,Takeshi Sato [INTJ],136.4,41.72,76.42,13.0,77.99%,148.12,62.70%,74.2574,Southern Isles,417.0669,Attacker,8/21/2002,22 Tahun,Elite Spy
Haruto Ito,ESTP,23,176,Fantasy,The Explorers,Gravity Rend,Tinggi,Haruto Ito [ESTP],11.91,69.75,75.22,38.73,87.02%,298.64,57.85%,130.4464,Northern Tundra,495.6987,Attacker,4/2/2001,23 Tahun,Tactician
Lena Strider,ESTJ,21,175,Modern,The Sentinels,Probability Flux / Treasure Hunter,Tinggi,Lena Strider [ESTJ],82.72,24.99,95.05,14.89,85.74%,328.35,47.68%,46.4164,Northern Tundra,547.3342,Support,8/3/2003,21 Tahun,Tactician
Airi Rossi,ESTP,21,177,Modern,The Explorers,Warbrand Arsenal,Tinggi,Airi Rossi [ESTP],101.04,2.11,28.05,44.63,74.30%,72.0,80.17%,3.6777,Eastern Sunrise,249.3747,Attacker,3/12/2003,21 Tahun,Brawler
Elise Vance,INTJ,23,174,Modern,The Analysts,Guillotine Line,Normal,Elise Vance [INTJ],116.09,76.94,92.95,38.09,18.22%,96.18,58.98%,90.9585,Northern Tundra,421.022,Attacker,4/18/2001,23 Tahun,Ranger
Vale Eld,INFJ,23,167,Modern,The Diplomats,Triage Field / Field Medic,Pendek,Vale Eld [INFJ],7.56,51.74,81.75,32.95,66.22%,251.09,82.04%,86.0022,Western Citadel,426.5726,Attacker,7/17/2001,23 Tahun,Tactician
Celeste Tanaka,ESFJ,22,171,Modern,The Sentinels,Fracture Surge,Normal,Celeste Tanaka [ESFJ],60.92,32.31,39.53,46.42,83.36%,27.34,69.25%,59.2436,Southern Isles,208.0461,Balanced,10/25/2002,22 Tahun,Tactician
